code|name|class_div|active
0501|PROPULSANTE SOLIDO|1.4C|true
0502|COHETES con cabeza inerte|1.2C|true
0503|INFLADORES DE BOLSAS DE AIRE o MODULOS DE BOLSAS DE AIRE o PRETENSORES DE CINTURONES DE SEGURIDAD|1.4G|true
0504|1H-TETRAZOL|1.1D|true
0505|SEÑALES DE SOCORRO para barcos|i.4G|true
0506|SEÑALES DE SOCORRO PARA BARCOS|1.4S|true
0507|SEÑALES FUMIGENAS|1.4S|true
0508|1-HIDROXIBENZOTRIAZOL, ANHIDRO, seco o humedecido con menos del 20%, en masa, de agua|1.3C|true
0509|POLVORA SIN HUMO|1.4C|true
1001|ACETILENO DISUELTO|2.1|true
1002|AIRE COMPRIMIDO|2.2|true
1003|AIRE LIQUIDO REFRIGERADO|2.2|true
1005|AMONIACO, ANHIDRO|2.3|true
1006|ARGON COMPRIMIDO|2.2|true
1008|TRIFLUORURO DE BORO|2.3|true
1009|BROMOTRIFLUOROMETANO (GAS REFRIGERANTE R13B1)|2.2|true
1010|BUTADIENOS ESTABILIZADOS o MEZCLA ESTABILIZADA DE BUTADIENOS E HIDROCARBUROS, que contengan más del 40% de butadienos.|2.1|true
1011|BUTANO|2.1|true
1012|BUTILENO|2.1|true
1013|DIOXIDO DE CARBONO|2.2|true
1016|MONOXIDO DE CARBONO COMPRIMIDO|2.3|true
1017|CLORO|2.3|true
1018|CLORODIFLUOROMETANO (GAS REFRIGERANTE R 22)|2.2|true
1020|CLOROPENTAFLUOROETANO (GAS REFRIGERANTE R 115)|2.2|true
1021|1-CLORO-1,2,2,2 TETRAFLUOROETANO (GAS REFRIGERANTE R124)|2.2|true
1022|CLOROTRIFLUOROMETANO (GAS REFRIGERANTE R13)|2.2|true
1023|GAS DE HULLA COMPRIMIDO|2.3|true
1026|CIANOGENO|2.3|true
1027|CICLOPROPANO|2.1|true
1028|DICLORODIFLUOROMETANO (GAS REFRIGERANTE R 12)|2.2|true
1029|DICLOROFLUOROMETANO (GAS REFRIGERANTE R 21)|2.2|true
1030|1,1-DIFLUOROETANO (GAS REFRIGERANTE R 152a)|2.1|true
1032|DIMETILAMINA ANHIDRA|2.1|true
1033|ETER METILICO|2.1|true
1035|ETANO|2.1|true
1036|ETILAMINA|2.1|true
1037|CLORURO DE ETILO|2.1|true
1038|ETILENO LIQUIDO REFRIGERADO|2.1|true
1039|ETER ETIL METILICO|2.1|true
1040|OXIDO DE ETILENO u OXIDO DE ETILENO CON NITROGENO hasta una presión total de 1 MPa (10 bar) a 50°C|2.3|true
1041|MEZCLA DE OXIDO DE ETILENO Y DIOXIDO DE CARBONO que contenga más de 9% pero no más de 87% de óxido de etileno|2.1|true
1043|SOLUCIONES AMONIACALES FERTILIZANTES con amoniaco libre|2.2|true
1044|EXTINTORES DE INCENDIOS con gas comprimido o licuado|2.2|true
1045|FLUOR COMPRIMIDO|2.3|true
1046|HELIO COMPRIMIDO|2.2|true
1048|BROMURO DE HIDROGENO ANHIDRO (ACIDO BROMHIDRICO)|2.3|true
1049|HIDROGENO COMPRIMIDO|2.1|true
1050|CLORURO DE HIDROGENO ANHIDRO (ACIDO CLORHIDRICO)|2.3|true
1051|CIANURO DE HIDROGENO ANHIDRO ESTABILIZADO con menos de 3% de agua (ACIDO CIANHIDRICO)|6.1|true
1052|FLUORURO DE HIDROGENO ANHIDRO (ACIDO FLUORHIDRICO)|8|true
1053|SULFURO DE HIDROGENO (ACIDO SULFHIDRICO)|2.3|true
1055|ISOBUTILENO|2.1|true
1056|CRIPTON COMPRIMIDO|2.2|true
1057|ENCENDEDORES o RECARGAS DE ENCENDEDORES que contienen gas inflamable|2.1|true
1058|MEZCLAS DE GASES LICUADOS no inflamables cargados con nitrógeno, dióxido de carbono o aire|2.2|true
1060|MEZCLAS DE METILACETILENO Y PROPADIENO ESTABILIZADAS|2.1|true
1061|METILAMINA ANHIDRA|2.1|true
1062|BROMURO DE METILO|2.3|true
1063|CLORURO DE METILO (GAS REFRIGERANTE R 40)|2.1|true
1064|METILMERCAPTANO (SULFURO ACIDO DE METILO)|2.3|true
1065|NEON COMPRIMIDO|2.2|true
1066|NITROGENO COMPRIMIDO|2.2|true
1067|TETROXIDO DE DINITROGENO (DIOXIDO DE NITROGENO)|2.3|true
1069|CLORURO DE NITROSILO|2.3|true
1070|OXIDO NITROSO|2.2|true
1071|GAS DE PETROLEO COMPRIMIDO|2.3|true
1072|OXIGENO COMPRIMIDO|2.2|true
1073|OXIGENO LIQUIDO REFRIGERADO|2.2|true
1075|GASES LICUADOS DEL PETROLEO|2.1|true
1076|FOSGENO (CLORURO DE CARBONILO)|2.3|true
1077|PROPILENO|2.1|true
1078|GAS REFRIGERANTE N.E.P.|2.2|true
1079|DIOXIDO DE AZUFRE|2.3|true
1080|HEXAFLORURO DE AZUFRE|2.2|true
1081|TETRAFLUOROETILENO INHIBIDO|2.1|true
1082|TRIFLUORUROCLOROETILENO INHIBIDO|2.3|true
1083|TRIMETILAMINA ANHIDRA|2.1|true
1085|BROMURO DE VINILO ESTABILIZADO|2.1|true
1086|CLORURO DE VINILO ESTABILIZADO|2.1|true
1087|VINIL METIL ETER ESTABILIZADO|2.1|true
1088|ACETAL|3|true
1089|ACETALDEHIDO|3|true
1090|ACETONA|3|true
1091|ACEITES DE ACETONA|3|true
1092|ACROLEINA ESTABILIZADA (ALDEHIDO ACRILICO)|6.1|true
1093|ACRILONITRILO ESTABILIZADO|3|true
1098|ALCOHOL ALÍLICO |6.1|true
1099|BROMURO DE ALILO (3 BROMO PROPENO)|3|true
1100|CLORURO DE ALILO (3 CLORO PROPENO)|3|true
1104|ACETATOS DE AMILO |3|true
1105|PENTANOLES (ALCOHOLES PENTILICOS)|3|true
1106|AMILAMINA (2 AMINO PENTANO)|3|true
1107|CLORURO DE AMILO |3|true
1108|1 PENTENO (n-AMILENO)|3|true
1109|FORMIATOS DE AMILO |3|true
1110|n-AMILMETHILCETONA (NpentilimetilCETONA)|3|true
1111|AMILMERCAPTANO|3|true
1112|NITRATO DE  AMILO|3|true
1114|BENCENO|3|true
1120|BUTANOLES  |3|true
1123|ACETATOS DE BUTILO|3|true
1125|n-BUTILAMINA|3|true
1126|1-BROMOBUTANO|3|true
1127|CLOROBUTANOS|3|true
1128|FORMIATO DE n-BUTILO|3|true
1129|BUTIRALDEHIDO|3|true
1130|ALCANFOR LIQUIDO|3|true
1131|DISULFURO DE CARBONO|3|true
1133|ADHESIVOS que contengan líquidos inflamables|3|true
1134|CLOROBENCENO|3|true
1135|ETILENCLORHIDRINA|6.1|true
1136|DESTILADOS DE ALQUITRAN DE HULLA, INFLAMABLE|3|true
1139|SOLUCIONES PARA REVESTIMIENTOS (comprende los tratamientos de superficie o los revestimientos utilizados con fines industriales o de otra índole como revestimiento de bajos de vehículos, de bidones o de toneles)|3|true
1143|CROTONALDEHIDO ESTABILIZADO|6.1|true
1144|CROTONILENO (DIMETILACETILENO)|3|true
1145|CICLOHEXANO|3|true
1146|CICLOPENTANO|3|true
1147|DECAHIDRONAFTALENO|3|true
1148|DIACETONA ALCOHOL (4HIDROXI2CETO-METILPENTANO)|3|true
1149|ETERES DIBUTILICOS (ETERES BUTILICOS)|3|true
1150|1,2-DICLOROETILENO|3|true
1152|DICLOROPENTANOS|3|true
1153|ETER DIETILICO DEL ETILENGLICOL|3|true
1154|DIETILAMINA|3|true
1155|ETER DIETILICO (ETER ETILICO)|3|true
1156|DIETILCETONA|3|true
1157|DIISOBUTILCETONA|3|true
1158|DIISOPROPILAMINA|3|true
1159|ETER DIISOPROPILICO|3|true
1160|DIMETILAMINA EN SOLUCION ACUOSA|3|true
1161|CARBONATO DE METILO|3|true
1162|DIMETILDICLOROSILANO|3|true
1163|DIMETILHIDRAZINA ASIMETRICA|6.1|true
1164|SULFURO DE METILO|3|true
1165|DIOXANO (ETER DE DIOXIETILENO)|3|true
1166|DIOXOLANO (ETER DIOXIETILMETILICO)|3|true
1167|ETER (DI)VINILICO ESTABILIZADO|3|true
1169|EXTRACTOS AROMATICOS LIQUIDOS|3|true
1170|ETANOL (ALCOHOL ETILICO) o ETANOL EN SOLUCION (ALCOHOL ETILICO EN SOLUCION)|3|true
1171|ETER MONOETILICO DEL ETILENGLICOL|3|true
1172|ACETATO DEL ETER MONOETILICO DEL ETILENGLICOL|3|true
1173|ACETATO DE ETILO|3|true
1175|ETILBENCENO (FENILETANO)|3|true
1176|BORATO DE ETILO|3|true
1177|ACETATO DE ETILBUTILO (ACETATO DE 2-DIETILETILO)|3|true
1178|2-ETILBUTIRALDEHIDO (DIETILACETALDEHIDO)|3|true
1179|ETIL BUTIL ETER|3|true
1180|BUTIRATO DE ETILO|3|true
1181|CLOROACETATO DE ETILO|6.1|true
1182|CLOROFORMIATO DE ETILO|6.1|true
1183|ETILDICLOROSILANO|4.3|true
1184|DICLORURO DE ETILENO|3|true
1185|ETILENIMINA (AZIRIDINA) ESTABILIZADA|6.1|true
1188|ÉTER MONOMETÍLICO DEL ETILENGLICOL|3|true
1189|ACETATO DEL ÉTER MONOMETILICO DEL ETILENGLICOL|3|true
1190|FORMIATO DE ETILO|3|true
1191|ALDEHIDOS OCTILICOS|3|true
1192|LACTATO DE ETILO|3|true
1193|ETILMETILCETONA (METILETILCETONA)|3|true
1194|NITRITO DE ETILO EN SOLUCION|3|true
1195|PROPIONATO DE ETILO|3|true
1196|ETILTRICLOROSILANO|3|true
1197|EXTRACTOS DE SABORIZANTES LIQUIDOS|3|true
1198|FORMALDEHIDO EN SOLUCION INFLAMABLE|3|true
1199|FURALDEHIDOS|6.1|true
1201|ACEITE DE FUSEL|3|true
1202|GASOLEO o COMBUSTIBLE PARA MOTORES DIESEL o ACEITE MINERAL PARA CALDEO, LIGERO|3|true
1203|COMBUSTIBLE PARA MOTORES o GASOLINA|3|true
1204|NITROGLICERINA EN SOLUCION ALCOHOLICA con no más de 1% de nitroglicerina|3|true
1206|HEPTANOS|3|true
1207|HEXALDEHIDO (ALDEHIDO CAPROICO)|3|true
1208|HEXANOS|3|true
1210|TINTA DE IMPRENTA, inflamable o MATERIALES RELACIONADOS CON LA TINTA DE IMPRENTA (incluido diluyente de tinta de imprenta o producto reductor), inflamable|3|true
1212|ISOBUTANOL (ALCOHOL ISOBUTILICO)|3|true
1213|ACETATO DE ISOBUTILO|3|true
1214|ISOBUTILAMINA|3|true
1216|ISOOCTENO|3|true
1218|ISOPRENO ESTABILIZADO|3|true
1219|ISOPROPANOL (ALCOHOL ISOPROPILICO)|3|true
1220|ACETATO DE ISOPROPILO|3|true
1221|ISOPROPILAMINA|3|true
1222|NITRATO DE ISOPROPILO|3|true
1223|QUEROSENO|3|true
1224|CETONAS LIQUIDAS, N.E.P.|3|true
1228|MERCAPTANOS LIQUIDOS INFLAMABLES, TOXICOS, N.E.P. o MEZCLA DE MERCAPTANOS LIQUIDOS INFLAMABLES, TOXICOS, N.E.P.|3|true
1229|OXIDO DE MESITILO|3|true
1230|METANOL|3|true
1231|ACETATO DE METILO|3|true
1233|ACETATO DE METILAMILO|3|true
1234|METILAL (DIMETOXIMETANO; FORMAL)|3|true
1235|METILAMINA EN SOLUCION ACUOSA|3|true
1237|BUTIRATO DE METILO|3|true
1238|CLOROFORMIATO DE METILO|6.1|true
1239|METIL CLOROMETIL ETER|6.1|true
1242|METILDICLOROSILANO|4.3|true
1243|FORMIATO DE METILO|3|true
1244|METILHIDRAZINA|6.1|true
1245|METILISOBUTILCETONA|3|true
1246|METILISOPROPENILCETONA ESTABILIZADA|3|true
1247|METACRILATO DE METILO MONOMERO ESTABILIZADO|3|true
1248|PROPIONATO DE METILO|3|true
1249|METILPROPILCETONA|3|true
1250|METILTRICLOROSILANO|3|true
1251|METILVINILCETONA, ESTABILIZADA|6.1|true
1259|NIQUEL CARBONILO|6.1|true
1261|NITROMETANO|3|true
1262|OCTANOS|3|true
1263|PINTURA (incluye pintura, laca, esmalte, colorante, goma laca, barniz, betún, encáustico, apresto líquido y base líquida para lacas base solvente) o PRODUCTOS PARA PINTURA (incluye compuestos disolventes o reductores de pintura)|3|true
1264|PARALDEHIDO|3|true
1265|PENTANOS líquidos|3|true
1266|PRODUCTOS DE PERFUMERIA que contengan disolventes inflamables|3|true
1267|PETROLEO BRUTO|3|true
1268|DESTILADOS DE PETROLEO, N.E.P., o PRODUCTOS DE PETROLEO, N.E.P.|3|true
1272|ACEITE DE PINO|3|true
1274|n-PROPANOL (ALCOHOL PROPILICO NORMAL)|3|true
1275|PROPIONALDEHIDO|3|true
1276|ACETATO DE n-PROPILO|3|true
1277|PROPILAMINA|3|true
1278|1-CLOROPROPANO|3|true
1279|1,2-DICLOROPROPANO|3|true
1280|OXIDO DE PROPILENO|3|true
1281|FORMIATOS DE PROPILO|3|true
1282|PIRIDINA|3|true
1286|ACEITE DE COLOFONIA|3|true
1287|DISOLUCION DE CAUCHO|3|true
1288|ACEITE DE ESQUISTO|3|true
1289|METILATO SODICO EN SOLUCION alcohólica|3|true
1292|SILICATO DE TETRAETILO|3|true
1293|TINTURAS MEDICINALES|3|true
1294|TOLUENO|3|true
1295|TRICLOROSILANO|4.3|true
1296|TRIETILAMINA|3|true
1297|TRIMETILAMINA EN SOLUCION ACUOSA, con un máximo de 50%, en masa, de trimetilamina|3|true
1298|TRIMETILCLOROSILANO|3|true
1299|TREMENTINA|3|true
1300|SUCEDANEO DE TREMENTINA|3|true
1301|ACETATO DE VINILO ESTABILIZADO|3|true
1302|VINIL ETIL ETER ESTABILIZADO|3|true
1303|CLORURO DE VINILIDENO ESTABILIZADO|3|true
1304|VINIL ISOBUTIL ETER ESTABILIZADO|3|true
1305|VINILTRICLOROSILANO|3|true
1306|"PRODUCTOS LÍQUIDOS PARA LA CONSERVACIÓN |true
DE LA MADERA"|3|true
1307|XILENOS|3|true
1308|CIRCONIO EN SUSPENSION EN UN LIQUIDO INFLAMABLE|3|true
1309|ALUMINIO EN POLVO, RECUBIERTO|4.1|true
1310|PICRATO AMONICO HUMEDECIDO con un mínimo de 10%, en masa, de agua|4.1|true
1312|BORNEOL|4.1|true
1313|RESINATO DE CALCIO|4.1|true
1314|RESINATO DE CALCIO FUNDIDO|4.1|true
1318|RESINATO DE COBALTO, PRECIPITADO|4.1|true
1320|DINITROFENOL HUMEDECIDO con un mínimo de 15%, en masa, de agua|4.1|true
1321|DINITROFENOLATOS HUMEDECIDOS con no menos de 15%, en masa, de agua|4.1|true
1322|DINITRORRESORCINOL (DINITRORRESORCINA) HUMEDECIDO con un mínimo de 15%, en masa, de agua|4.1|true
1323|FERROCERIO|4.1|true
1324|PELICULAS DE SOPORTE NITROCELULOSICO revestido de gelatina, con exclusión de los desechos|4.1|true
1325|SOLIDO INFLAMABLE ORGANICO, N.E.P.|4.1|true
1326|HAFNIO EN POLVO HUMEDECIDO con un mínimo de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones|4.1|true
1327|HENO, PAJA o RASTROJO húmeda, mojada o contaminados con aceite.|4.1|true
1328|HEXAMETILENOTETRAMINA|4.1|true
1330|RESINATO DE MANGANESO|4.1|true
1331|FOSFOROS DISTINTOS DE LOS DE SEGURIDAD|4.1|true
1332|METALDEHIDO|4.1|true
1333|CERIO, en placas, lingotes o barras|4.1|true
1334|NAFTALENO BRUTO o NAFTALENO REFINADO|4.1|true
1336|NITROGUANIDINA (PICRITA) HUMEDECIDA con no menos de 20%, en masa, de agua|4.1|true
1337|NITROALMIDON HUMEDECIDO con no menos de 20%, en masa, de agua|4.1|true
1338|FOSFORO AMORFO|4.1|true
1339|HEPTASULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo|4.1|true
1340|PENTASULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo|4.3|true
1341|SESQUISULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo|4.1|true
1343|TRISULFURO DE FOSFORO, que no contenga fósforo blanco o amarillo|4.1|true
1344|TRINITROFENOL HUMEDECIDO con no menos de 30%, en masa, de agua|4.1|true
1345|DESECHOS DE CAUCHO o RECORTES DE CAUCHO, en polvo o en gránulos de 840 micrones como máximo, y que contienen más de 45% de caucho|4.1|true
1346|SILICIO EN POLVO, AMORFO|4.1|true
1347|PICRATO DE PLATA HUMEDECIDO con no menos de 30%, en masa, de agua|4.1|true
1348|DINITRO-o-CRESOLATO DE SODIO HUMEDECIDO con no menos de 15%, en masa, de agua|4.1|true
1349|PICRAMATO DE SODIO HUMEDECIDO con no menos de 20%, en masa, de agua|4.1|true
1350|AZUFRE|4.1|true
1352|TITANIO EN POLVO HUMEDECIDO con no menos de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones|4.1|true
1353|FIBRAS o TEJIDOS IMPREGNADOS DE NITROCELULOSA POCO NITRADA N.E.P.|4.1|true
1354|TRINITROBENCENO HUMEDECIDO con no menos de 30%, en masa, de agua|4.1|true
1355|ACIDO TRINITROBENZOICO HUMEDECIDO con no menos de 30%, en masa, de agua|4.1|true
1356|TRINITROTOLUENO (TNT) HUMEDECIDO con no menos de 30%, en masa, de agua|4.1|true
1357|NITRATO DE UREA HUMEDECIDO con no menos de 20%, en masa, de agua|4.1|true
1358|CIRCONIO EN POLVO, HUMEDECIDO con no menos de 25% de agua (debe haber un exceso visible de agua): a) producido mecánicamente, en partículas de menos de 53 micrones; b) producido químicamente, en partículas de menos de 840 micrones|4.1|true
1360|FOSFURO DE CALCIO|4.3|true
1361|CARBON animal o vegetal|4.2|true
1362|CARBON ACTIVADO|4.2|true
1363|COPRA|4.2|true
1364|DESECHOS DE ACEITE DE ALGODÓN|4.2|true
1365|ALGODÓN HUMEDO|4.2|true
1369|p-NITROSODIMETILANILINA|4.2|true
1372|FIBRAS DE ORIGEN ANIMAL o FIBRAS DE ORIGEN VEGETAL quemadas, húmedas o mojadas|4.2|true
1373|FIBRAS o TEJIDOS DE ORIGEN ANIMAL o VEGETAL o SINTETICOS, N.E.P., impregnados de aceite|4.2|true
1374|HARINA DE PESCADO (DESECHOS DE PESCADO) NO ESTABILIZADA|4.2|true
1376|OXIDO DE HIERRO AGOTADO o HIERRO ESPONJOSO AGOTADO procedentes de la purificación de gas de hulla|4.2|true
1378|CATALIZADOR DE METAL HUMEDECIDO con un exceso visible de líquido|4.2|true
1379|PAPEL TRATADO CON ACEITES NO SATURADOS, no seco (incluso el papel carbón)|4.2|true
1380|PENTABORANO|4.2|true
1381|FOSFORO BLANCO o AMARILLO, SECO o BAJO AGUA o EN SOLUCION|4.2|true
1382|SULFURO DE POTASIO ANHIDRO o SULFURO POTASICO con menos de 30% de agua de cristalización|4.2|true
1383|METAL  PIROFÓRICO,   N.E.P..,  o ALEACIÓN PIROFÓRICA, N.E.P.|4.2|true
1384|DITIONITO DE SODIO (hidrosulfito de sodio)|4.2|true
1385|SULFURO SÓDICO ANHIDRO o SULFURO SÓDICO con menos del  30% de agua de cristalización.|4.2|true
1386|TORTA OLEAGINOSA con más de 1,5% de aceite y un máximo de 11% de humedad|4.2|true
1387|DESECHOS DE LANA, HUMEDOS|4.2|true
1389|METAL ALCALINO, AMALGAMAS DE|4.3|true
1390|AMIDAS DE METALES ALCALINOS|4.3|true
1391|METALES ALCALINOS, DISPERSIÓN DE, o METALES ALCALINOTERREOS, DISPERSIÓN DE|4.3|true
1392|METALES ALCALINOTERREOS, AMALGAMA DE|4.3|true
1393|METALES  ALCALINOTERREOS, ALEACIÓN DE, N.E.P.|4.3|true
1394|CARBURO ALUMINICO|4.3|true
1395|ALUMINIO FERROSILICIO EN POLVO|4.3|true
1396|ALUMINIO EN POLVO, NO RECUBIERTO|4.3|true
1397|FOSFURO DE ALUMINIO|4.3|true
1398|ALUMINIO SILICIO EN POLVO, NO RECUBIERTO|4.3|true
1400|BARIO|4.3|true
1401|CALCIO|4.3|true
1402|CARBURO CALCICO|4.3|true
1403|CIANAMIDA DE CALCIO con más de 0,1% de carburo de calcio|4.3|true
1404|HIDRURO DE CALCIO|4.3|true
1405|SILICATO DE CALCIO|4.3|true
1407|CESIO|4.3|true
1408|FERROSILICIO con el 30% o más pero menos de 90% de silicio|4.3|true
1409|HIDRUROS METALICOS QUE REACCIONAN CON EL AGUA, N.E.P.|4.3|true
1410|HIDRURO DE LITIO Y ALUMINIO|4.3|true
1411|HIDRURO ETEREO DE LITIO Y ALUMINIO|4.3|true
1413|BOROHIDRURO DE LITIO|4.3|true
1414|HIDRURO DE LITIO|4.3|true
1415|LITIO|4.3|true
1417|SILICATO DE LITIO (LIITIOSILICIO)|4.3|true
1418|MAGNESIO EN POLVO o ALEACIONES DE MAGNESIO EN POLVO|4.3|true
1419|FOSFURO DE MAGNESIO Y ALUMINIO|4.3|true
1420|POTASIO METALICO, ALEACIONES LIQUIDAS DE|4.3|true
1421|METALES ALCALINOS, ALEACION LIQUIDA DE  N.E.P.|4.3|true
1422|POTASIO Y SODIO, ALEACIONES DE|4.3|true
1423|RUBIDIO|4.3|true
1426|BOROHIDRURO DE SODIO|4.3|true
1427|HIDRURO DE SODIO|4.3|true
1428|SODIO|4.3|true
1431|METILATO DE SODIO|4.2|true
1432|FOSFURO DE SODIO|4.3|true
1433|FOSFUROS ESTANICOS|4.3|true
1435|ZINC, CENIZAS DE|4.3|true
1436|ZINC EN POLVO|4.3|true
1437|HIDRURO DE CIRCONIO|4.1|true
1438|NITRATO DE ALUMINIO|5.1|true
1439|DICROMATO DE AMONIO|5.1|true
1442|PERCLORATO DE AMONIO|5.1|true
1444|PERSULFATO DE AMONIO|5.1|true
1445|CLORATO DE BARIO|5.1|true
1446|NITRATO DE BARIO|5.1|true
1447|PERCLORATO DE BARIO|5.1|true
1448|PERMANGANATO DE BARIO|5.1|true
1449|PEROXIDO DE BARIO|5.1|true
1450|BROMATOS INORGANICOS, N.E.P.|5.1|true
1451|NITRATO DE CESIO|5.1|true
1452|CLORATO DE CALCIO|5.1|true
1453|CLORITO DE CALCIO|5.1|true
1454|NITRATO DE CALCIO|5.1|true
1455|PERCLORATO DE CALCIO|5.1|true
1456|PERMANGANATO DE CALCIO|5.1|true
1457|PEROXIDO DE CALCIO|5.1|true
1458|CLORATO Y BORATO, MEZCLA DE|5.1|true
1459|CLORATO Y CLORURO DE MAGNESIO, MEZCLA DE|5.1|true
1461|CLORATOS INORGANICOS, N.E.P.|5.1|true
1462|CLORITOS INORGANICOS, N.E.O.N.|5.1|true
1463|TRIOXIDO DE CROMO ANHIDRO|5.1|true
1465|NITRATO DE DIDIMIO|5.1|true
1466|NITRATO FERRICO|5.1|true
1467|NITRATO DE GUANIDINA|5.1|true
1469|NITRATO DE PLOMO II|5.1|true
1470|PERCLORATO DE PLOMO|5.1|true
1471|HIPOCLORITO DE LITIO, SECO, o MEZCLA DE HIPOCLORITO DE LITIO|5.1|true
1472|PEROXIDO DE LITIO|5.1|true
1473|BROMATO DE MAGNESIO|5.1|true
1474|NITRATO DE MAGNESIO|5.1|true
1475|PERCLORATO DE MAGNESIO|5.1|true
1476|PEROXIDO DE MAGNESIO|5.1|true
1477|NITRATOS INORGANICOS, N.E.P.|5.1|true
1479|SOLIDO COMBURENTE, N.E.P.|5.1|true
1481|PERCLORATOS INORGANICOS, N.E.P.|5.1|true
1482|PERMANGANATOS INORGANICOS, N.E.P.|5.1|true
1483|PERÓXIDOS INORGÁNICOS, N.E.P.|5.1|true
1484|BROMATO DE POTASIO|5.1|true
1485|CLORATO DE POTASIO|5.1|true
1486|NITRATO DE POTASIO|5.1|true
1487|MEZCLA DE NITRATO DE POTASIO Y NITRITO DE SODIO|5.1|true
1488|NITRITO DE POTASIO|5.1|true
1489|PERCLORATO DE POTASIO|5.1|true
1490|PERMANGANATO DE POTASIO|5.1|true
1491|PEROXIDO DE POTASIO|5.1|true
1492|PERSULFATO DE POTASIO|5.1|true
1493|NITRATO DE PLATA|5.1|true
1494|BROMATO DE SODIO|5.1|true
1495|CLORATO DE SODIO|5.1|true
1496|CLORITO DE SODIO|5.1|true
1498|NITRATO DE SODIO|5.1|true
1499|MEZCLA DE NITRATO DE SODIO Y NITRATO DE POTASIO|5.1|true
1500|NITRITO DE SODIO|5.1|true
1502|PERCLORATO DE SODIO|5.1|true
1503|PERMANGANATO DE SODIO|5.1|true
1504|PEROXIDO DE SODIO|5.1|true
1505|PERSULFATO DE SODIO|5.1|true
1506|CLORATO DE ESTRONCIO|5.1|true
1507|NITRATO DE ESTRONCIO|5.1|true
1508|PERCLORATO DE ESTRONCIO|5.1|true
1509|PEROXIDO DE ESTRONCIO|5.1|true
1510|TETRANITROMETANO|6.1|true
1511|UREA-AGUA OXIGENADA|5.1|true
1512|NITRITO DE ZINC Y AMONIO|5.1|true
1513|CLORATO DE ZINC|5.1|true
1514|NITRATO DE ZINC|5.1|true
1515|PERMANGANATO DE ZINC|5.1|true
1516|PEROXIDO DE ZINC|5.1|true
1517|PICRAMATO DE CIRCONIO HUMEDECIDO con un mínimo de 20%, en masa, de agua|4.1|true
1541|CIANHIDRINA DE ACETONA, ESTABILIZADA|6.1|true
1544|ALCALOIDES SOLIDOS, N.E.P. SALES DE ALCALOIDES SOLIDAS, N.E.P.|6.1|true
1545|ISOTIOCIANATO DE ALILO ESTABILIZADO INHIBIDO|6.1|true
1546|ARSENIATO DE AMONIO|6.1|true
1547|ANILINA|6.1|true
1548|CLORHIDRATO DE ANILINA|6.1|true
1549|ANTIMONIO, COMPUESTO INORGANICO SOLIDO DE, N.E.P.|6.1|true
1550|LACTATO DE ANTIMONIO|6.1|true
1551|TARTRATO DE ANTIMONIO Y POTASIO|6.1|true
1553|ACIDO ARSENOICO LIQUIDO|6.1|true
1554|ACIDO ARSENOICO SOLIDO|6.1|true
1555|BROMURO DE ARSENICO|6.1|true
1556|ARSENICO, COMPUESTO LIQUIDO DE, N.E.P., INORGANICO, en particular arseniatos, N.E.P., arsenitos, N.E.P., sulfuros de arsénico, N.E.P.|6.1|true
1557|ARSENICO, COMPUESTO SOLIDO DE, N.E.P., INORGANICO, en particular arseniatos N.E.P., arsenitos N.E.P., sulfuros de arsénico N.E.P.|6.1|true
1558|ARSENICO|6.1|true
1559|PENTOXIDO DE ARSENICO|6.1|true
1560|TRICLORURO DE ARSENICO|6.1|true
1561|TRIOXIDO DE ARSENICO|6.1|true
1562|POLVO ARSENICAL|6.1|true
1564|BARIO, COMPUESTO DE, N.E.P.|6.1|true
1565|CIANURO DE BARIO|6.1|true
1566|BERILIO, COMPUESTO DE, N.E.P.|6.1|true
1567|BERILIO EN POLVO|6.1|true
1569|BROMOACETONA|6.1|true
1570|BRUCINA|6.1|true
1571|AZIDA DE BARIO HUMIDIFICADA con un mínimo de 50%, en masa, de agua|4.1|true
1572|ACIDO CACODILICO|6.1|true
1573|ARSENIATO DE CALCIO|6.1|true
1574|MEZCLAS DE ARSENIATO CALCICO Y ARSENITO CALCICO, SOLIDAS|6.1|true
1575|CIANURO DE CALCIO|6.1|true
1577|CLORODINITROBENCENOS LIQUIDOS|6.1|true
1578|CLORONITROBENCENOS|6.1|true
1579|CLORHIDRATO DE 4-CLORO-o-TOLUIDINA|6.1|true
1580|CLOROPICRINA|6.1|true
1581|MEZCLA DE CLOROPICRINA Y BROMURO DE METILO|2.3|true
1582|MEZCLA DE CLOROPICRINA Y CLORURO DE METILO|2.3|true
1583|MEZCLA DE CLOROPICRINA, N.E.P.|6.1|true
1585|ACETOARSENITO DE COBRE|6.1|true
1586|ARSENITO DE COBRE|6.1|true
1587|CIANURO DE COBRE|6.1|true
1588|CIANUROS INORGANICOS, SOLIDOS, N.E.P.|6.1|true
1589|CLORURO DE CIANOGENO INHIBIDO|2.3|true
